RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
306,101060,Brown,690,France,Male,37,1,2571.680557615812,4,1,1,152181.13039544327,0
307,102327,Williams,570,France,Male,31,7,197503.34944604244,2,1,1,125715.84982295963,0
308,103420,Miller,618,Germany,Female,43,1,22156.17343790628,3,1,0,71165.80034871594,1
309,100301,Johnson,754,France,Female,28,5,147271.43274946793,1,0,1,63517.901075729365,0
310,100606,Miller,743,France,Male,47,4,3387.2232016285293,1,1,1,37086.769694228315,0
311,103170,Smith,678,Spain,Male,42,8,50813.61152547087,2,1,1,126237.2325264801,0
312,100699,Johnson,544,Spain,Female,36,7,44414.07010306894,2,0,1,120102.64032549075,0
313,105088,Brown,612,France,Male,23,0,39948.410295859365,1,1,1,187840.13862511562,0
314,109331,Williams,659,France,Male,37,2,84438.0971026949,3,0,0,129868.34460029342,0
315,100190,Miller,795,France,Male,37,4,49644.43717294143,4,1,1,96640.7649003247,0
316,100980,Johnson,471,Spain,Female,52,7,51622.44571364292,4,0,1,180640.8293827299,1
317,102975,Williams,562,Germany,Male,34,6,20973.81387443403,3,1,1,127275.89676236274,0
318,106102,Miller,762,France,Female,24,1,53529.875475200686,1,1,1,146154.27332607354,0
319,101184,Smith,786,Spain,Female,18,6,135127.9136210118,2,1,1,129652.06258879312,0
320,103327,Garcia,643,Germany,Male,56,4,39021.263815322396,4,0,1,43505.18064939004,0
321,103394,Davis,803,France,Male,36,5,194550.61527824868,4,1,1,34915.7253866169,0
322,108319,Davis,576,France,Male,43,7,18167.94548743183,4,1,1,129257.67983764986,0
323,101816,Smith,499,France,Female,31,4,187492.3084157558,1,1,1,183789.88817454493,0
324,105854,Garcia,729,Spain,Male,30,8,95650.58396766467,2,1,0,193144.5340059994,0
325,106709,Jones,779,Germany,Female,37,0,55126.1095405033,1,1,1,199128.78929242847,1
326,100569,Garcia,777,France,Female,26,4,3587.2520228594462,1,0,0,170599.42795879423,0
327,105442,Jones,563,Germany,Female,33,0,13532.475334374942,4,0,0,80141.32875049442,0
328,101895,Johnson,669,Germany,Male,49,0,53487.652513769746,2,0,1,127174.72666898466,1
329,102733,Jones,733,France,Female,49,0,210314.48791974926,1,0,0,126333.71421028784,1
330,103863,Davis,680,France,Female,31,4,314264.4301211674,1,1,1,112861.7180183159,1
331,107455,Davis,794,Germany,Male,35,8,265465.1147283501,3,0,0,151394.162557838,0
332,104014,Williams,609,France,Male,18,1,32031.908357427434,3,1,0,43608.15984251232,0
333,101686,Jones,642,France,Male,18,5,29643.451487380473,2,0,1,47132.154129399074,0
334,103009,Williams,673,France,Female,31,4,134520.50860489803,4,1,1,189567.31646797375,0
335,107806,Davis,733,France,Female,39,6,282266.77733610204,1,0,1,169819.68762367888,0
336,100154,Miller,630,Germany,Male,19,6,14311.558740137229,3,1,0,165799.24511824083,0
337,101409,Miller,742,France,Female,49,2,47414.6307062433,2,1,1,102603.71080311746,0
338,100784,Garcia,810,Germany,Female,51,5,181033.47687155512,4,0,1,118554.75358730809,1
339,108096,Garcia,598,France,Male,26,2,67724.77699153,3,1,0,129318.65657000321,0
340,107560,Garcia,633,Germany,Female,25,1,184746.07882489386,4,1,1,66969.07048323746,0
341,107343,Jones,746,France,Female,45,4,12414.991875912257,4,0,1,67108.16876760293,0
342,107206,Garcia,842,Germany,Male,64,3,150071.3115788388,3,1,0,45471.57528289766,1
343,105596,Jones,713,Germany,Male,32,3,49364.91752239496,1,1,0,117127.60305449826,1
344,105801,Jones,571,Germany,Female,53,3,118108.43288875645,3,1,1,42389.2474477022,0
345,102806,Brown,669,Spain,Female,38,7,34694.08329405686,3,1,1,49479.04322336878,0
346,100537,Brown,746,France,Male,39,0,117732.85614016253,1,1,0,181628.1698639721,1
347,105986,Jones,568,Spain,Male,36,2,121101.19792485374,2,1,1,110677.85296702976,1
348,101841,Miller,542,Spain,Male,53,8,54358.492505438415,1,0,1,128220.50537956732,1
349,108716,Williams,615,Germany,Male,68,2,347981.3860311037,1,1,0,36883.708972783876,1
350,106971,Davis,715,Spain,Male,51,0,48.90874770816788,4,1,0,50405.62819113147,1
351,105625,Davis,513,France,Male,21,4,112149.43398569497,2,0,0,30089.20254656096,0
352,102950,Johnson,580,France,Male,35,3,239381.747985815,4,0,0,62737.5187432651,0
353,107992,Smith,677,Germany,Male,18,9,194829.77840738284,4,1,1,177674.60398017743,0
354,104780,Brown,759,Spain,Female,69,7,83176.04885188228,3,1,0,179012.3625920654,1
355,102368,Jones,679,France,Male,44,10,226098.9728332465,1,1,0,138492.67396913964,0
356,106655,Smith,687,Germany,Male,26,10,11421.349103910201,1,1,0,176569.67888605644,0
357,108173,Brown,750,Spain,Male,42,8,78412.2655749676,4,0,1,47556.49824552869,0
358,104495,Johnson,809,Spain,Female,67,9,397980.7151043015,1,1,1,39464.4867221692,1
359,109163,Davis,798,France,Female,26,4,477441.45796714094,2,1,1,155810.26329328102,0
360,106002,Williams,445,France,Male,30,0,113680.96853663224,1,1,1,198041.76356121196,1
361,106614,Jones,659,France,Male,21,3,18350.427419527943,4,0,0,146793.19397182358,0
362,109358,Johnson,741,Germany,Female,47,2,11982.531114714764,1,1,1,18557.247998308245,0
363,105919,Davis,819,Spain,Male,36,5,255677.2897270051,4,1,1,46225.07356359222,0
364,100853,Miller,714,Germany,Female,18,1,212576.58999676022,2,0,1,58213.66711897618,0
365,104146,Brown,564,Spain,Male,44,4,37892.20599663616,3,0,1,91232.99327072827,0
366,103769,Jones,577,Spain,Male,53,7,268181.8923002216,4,1,1,53209.26593384489,1
367,100574,Smith,580,Germany,Female,31,10,13986.730513135803,4,0,0,23004.139472557075,0
368,101148,Miller,680,France,Female,38,4,34883.61316850721,1,1,1,60252.79902564415,0
369,106293,Davis,602,France,Female,35,4,103317.95818802314,3,0,0,77708.53232388181,1
370,106457,Miller,345,France,Female,49,7,18713.698275838764,2,1,1,65016.34542130032,0
371,107509,Garcia,532,France,Female,18,10,451566.49709257996,3,1,0,16819.671259788178,0
372,109907,Williams,605,France,Female,29,4,25175.87791480624,4,1,0,186353.48115496122,0
373,104777,Davis,513,France,Female,34,3,28146.227664927075,2,1,1,113584.87278137656,0
374,103854,Miller,528,France,Female,50,9,64358.8709993378,2,1,1,171457.08174803894,1
375,102491,Brown,850,Germany,Female,39,8,150733.0788101635,3,1,1,14488.520183290162,1
376,103124,Williams,649,France,Male,19,1,12839.163862837086,4,1,1,161758.0530943106,0
377,105691,Jones,611,Germany,Male,30,0,110094.88354936223,3,1,0,144306.02970411733,0
378,103051,Garcia,716,Germany,Male,57,3,10466.230831324503,1,0,1,195677.04716139968,1
379,100004,Davis,764,Germany,Male,19,9,9951.229320521838,4,1,1,33185.89847785305,0
380,105222,Johnson,850,Germany,Male,54,2,4227.66493248359,2,1,1,132663.6305191111,0
381,105315,Williams,820,Germany,Female,53,8,78662.00865191632,3,1,1,15572.272710827063,1
382,104869,Smith,693,Spain,Male,57,2,57264.62094500243,1,0,1,78841.7538044267,1
383,100876,Brown,496,France,Male,55,2,36723.865256036006,2,1,0,131365.29230179582,1
384,109183,Davis,549,France,Male,59,9,74889.53320184808,1,0,1,187196.41677598565,1
385,107027,Smith,609,France,Female,18,6,69685.15877799626,4,1,0,27201.760793014502,0
386,104142,Williams,700,Germany,Female,58,1,64222.85844716189,1,1,1,103761.13360131189,1
387,106966,Davis,659,France,Female,46,10,18928.757931819808,2,0,1,56495.09297192627,0
388,107079,Garcia,502,France,Male,30,7,227254.6374918481,1,0,1,52323.00313710842,0
389,107987,Johnson,484,France,Male,21,5,96764.89012410217,3,1,1,141265.46908932415,0
390,106799,Johnson,675,Germany,Male,39,10,13615.360793227455,4,0,1,16718.988469989097,0
391,104465,Smith,662,Germany,Male,74,8,29499.22220029984,1,1,1,130612.40500488694,1
392,100635,Jones,629,France,Male,46,7,144640.6618992552,1,0,1,42174.893008641644,1
393,101693,Jones,698,France,Male,31,3,149794.7882842717,2,0,1,14359.225356976318,0
394,109874,Garcia,774,Spain,Female,74,7,129367.76418399649,3,0,1,114023.07928448537,1
395,104752,Johnson,681,Spain,Female,48,3,156287.05270175124,3,0,1,32757.03260441073,0
396,108311,Smith,555,France,Female,49,10,91180.69166915331,3,1,1,117370.97618895581,0
397,100830,Smith,841,Spain,Female,43,4,34076.05620615529,3,0,0,64426.817875724024,0
398,105177,Davis,632,France,Male,46,10,44264.25795056177,1,1,1,64113.51000085415,0
399,109561,Davis,654,France,Male,18,9,71261.23796438471,3,0,0,163321.79583861586,0
400,108932,Smith,584,France,Male,41,10,28239.331860839255,4,1,0,145693.5501325427,0
401,108308,Davis,542,Spain,Male,50,6,191945.91382944037,3,0,1,167534.45623315367,1
402,105949,Williams,550,France,Male,62,5,137418.8103709227,2,1,1,91655.32190521482,1
403,102838,Davis,528,France,Male,73,4,391232.85419231764,3,0,0,32748.74545604344,1
404,101150,Garcia,349,Spain,Male,55,1,53658.33496531493,2,0,0,155435.35305084786,1
405,107560,Jones,634,Germany,Male,42,4,204612.6609623545,4,0,0,174964.82916968782,0
406,101931,Jones,760,Spain,Female,40,9,151016.14877433004,3,0,1,122349.36978412163,0
407,109204,Williams,551,France,Male,28,6,178342.26661801737,4,1,1,53110.01031243663,0
408,101664,Brown,850,France,Female,47,10,116522.81008203431,1,0,1,156053.27571421926,0
409,101081,Williams,788,Spain,Male,68,5,42929.92463241027,3,0,1,19914.353277643342,1
410,100512,Garcia,648,Germany,Male,33,5,27961.210595115648,4,0,0,76367.44286337541,0
411,107805,Smith,538,Spain,Female,41,4,31788.326240997838,4,1,1,85214.0522206721,0
412,105237,Williams,490,Spain,Male,28,8,83698.41534520447,2,1,1,74048.31497399289,0
413,100559,Smith,638,Germany,Male,54,0,211738.63236326672,4,1,1,189598.75984066268,1
414,103672,Garcia,656,France,Female,57,3,59616.906350352176,4,1,1,168384.86887102076,1
415,107404,Miller,629,France,Male,28,6,91341.77422519904,3,1,0,111514.48013069162,0
416,103343,Garcia,756,France,Female,47,0,132351.09253775483,1,1,1,187772.76166935984,0
417,104070,Johnson,799,France,Male,18,10,193285.3768521112,4,1,0,40984.92246010681,0
418,109662,Smith,697,Spain,Male,34,3,104550.24185884628,4,0,1,29744.53412133721,0
419,100580,Jones,702,France,Female,58,5,99237.91709442285,2,0,0,84059.47735720733,1
420,107004,Williams,618,Spain,Male,31,9,438944.78187355626,1,1,0,198280.1961138402,0
421,108130,Miller,649,Spain,Female,19,7,198351.9125520213,4,0,0,181847.9461382297,0
422,103147,Garcia,691,Spain,Male,49,6,132207.24179495167,3,1,1,53391.51901646209,0
423,104249,Smith,618,Spain,Male,37,8,178344.71194161882,3,0,0,186805.50947275767,0
424,101679,Miller,716,Germany,Female,41,6,916194.3372500124,2,0,1,130488.96738078949,1
425,103506,Brown,544,Spain,Male,44,2,70465.19027969119,1,0,1,69830.2428428412,0
426,107253,Johnson,576,Germany,Female,52,9,122258.84270959515,1,1,1,165563.4443488426,1
427,102744,Brown,545,Germany,Male,55,3,167884.7791926558,4,1,1,172994.83261733016,1
428,109435,Garcia,583,Germany,Female,44,2,58733.04352908162,2,1,1,11676.179917938503,1
429,105188,Brown,621,Germany,Female,56,8,309969.53606982424,3,1,1,36960.15357634535,0
430,102141,Brown,752,France,Female,38,10,48161.82272115979,4,1,1,152778.12100024396,0
431,106617,Johnson,654,France,Female,43,10,27848.641801890783,3,0,1,126909.61740874105,0
432,102479,Johnson,521,France,Male,39,7,113038.6321081303,1,0,0,60819.85379906126,0
433,106484,Davis,509,France,Female,21,9,8419.477948376067,2,0,0,63326.70471504865,0
434,109827,Johnson,608,France,Male,61,8,13541.032171676017,1,0,1,32506.023800337363,1
435,107421,Miller,733,Spain,Male,39,9,352274.78952559247,3,0,1,92093.39324480627,0
436,109949,Davis,790,Germany,Male,62,9,33079.93185386306,3,1,0,23144.004429126668,1
437,104452,Johnson,490,France,Female,45,1,3370.9254617873817,1,1,1,140396.41929948443,1
438,105881,Brown,687,Spain,Female,45,4,64367.82344489013,3,1,1,57810.73612768904,0
439,106665,Jones,609,Spain,Male,53,4,201999.78539471593,4,1,1,177601.60562507014,0
440,102849,Jones,617,Spain,Male,43,6,40543.883402773055,4,0,1,29469.053987437557,1
441,107390,Davis,543,Germany,Male,29,3,54356.19486908737,3,0,1,141968.60054676255,0
442,106905,Johnson,627,France,Female,36,3,17060.88839488647,4,0,1,175612.29569932973,0
443,102489,Miller,539,France,Female,56,7,42478.98759277992,4,1,0,144235.09509855075,1
444,109823,Williams,623,Germany,Female,49,0,336428.04445182206,4,1,1,186086.67141612183,0
445,109207,Smith,764,France,Male,26,5,209729.345470092,4,1,1,73483.94814048016,0
446,109540,Garcia,713,France,Female,43,8,134649.97789854353,2,1,0,37054.60288396919,1
447,104611,Miller,841,Spain,Female,24,1,154279.93128550274,2,1,1,77446.3782752693,0
448,102839,Williams,702,Germany,Female,40,4,110668.80449617402,2,1,0,123902.46354205339,0
449,108527,Garcia,667,France,Female,54,9,12550.928419761365,3,0,1,189774.2234423801,1
450,105878,Williams,705,France,Male,30,9,12493.505883344516,4,1,0,67261.23026227366,0
451,109087,Williams,572,France,Male,37,8,77043.19007582474,2,0,1,140717.34036673993,0
452,106303,Davis,441,France,Male,25,10,90498.2197955504,1,1,1,30534.554397060412,0
453,100851,Jones,729,Germany,Male,48,3,356921.37131871155,4,1,0,62100.03233946366,1
454,101687,Smith,470,France,Female,41,8,59997.73070312997,3,1,1,41684.67678824368,0
455,106833,Williams,762,Spain,Male,29,7,249468.6119291909,4,1,1,101759.74372854513,0
456,102427,Johnson,725,Spain,Male,45,8,463928.7236134249,1,0,0,188081.72466843104,0
457,109760,Garcia,565,Germany,Male,38,1,186111.74915508914,3,1,1,184001.13075015097,0
458,104000,Miller,606,Spain,Male,46,9,50912.78944049683,1,1,1,92056.6277062382,0
459,105052,Jones,648,France,Male,25,4,140014.18055459633,2,1,1,173167.07393557354,0
460,102738,Garcia,557,Germany,Female,34,9,78847.33493353453,4,1,0,92875.87947427233,1
461,105732,Davis,704,Germany,Male,41,8,22166.583554712102,3,0,1,88651.07889599283,0
462,105387,Johnson,712,Germany,Female,49,4,13891.919277771374,3,0,1,178231.15555537658,0
463,108002,Johnson,505,France,Female,24,3,7265.980065374038,1,1,1,17344.383475203475,0
464,105536,Williams,567,France,Female,40,7,39516.80377607777,3,1,1,177517.34319275385,0
465,103913,Johnson,646,France,Male,53,5,116719.37308476232,1,1,1,168843.24342879062,1
466,101066,Smith,764,Germany,Male,39,1,245173.77967125212,2,0,1,49435.824623078784,0
467,107723,Davis,715,Spain,Female,34,7,38630.61357901952,1,1,0,88143.980156229,0
468,104380,Johnson,416,Germany,Male,30,4,75719.82412497718,1,0,0,171986.3478541638,0
469,104107,Williams,620,Spain,Female,31,6,63263.87764415655,3,1,1,116726.4942109515,0
470,105726,Garcia,697,France,Female,42,3,11514.508150781192,2,1,1,148830.02300291552,1
471,103373,Davis,570,Spain,Male,18,8,142827.9023638858,2,1,1,41003.72398479381,0
472,108945,Johnson,562,Germany,Male,30,1,73266.11358882285,2,1,1,100869.87527477184,0
473,102082,Jones,575,France,Female,45,9,249263.67860764693,2,1,0,107882.06098916322,0
474,108967,Davis,619,Germany,Male,50,8,180453.59980508997,3,1,1,29455.980587940634,1
475,106748,Davis,552,Germany,Female,24,3,32610.877726034465,3,1,1,72797.2902730819,0
476,109817,Miller,715,France,Female,29,5,37486.71249030989,3,1,0,149872.52785911167,0
477,100417,Jones,563,Spain,Male,40,4,76999.81042269408,2,1,0,43619.255808623246,1
478,108306,Jones,546,Spain,Female,48,2,13369.827152752114,1,1,0,128662.59054783183,1
479,108808,Garcia,610,France,Male,33,6,28917.539291936155,2,0,1,25697.33737620442,0
480,103974,Brown,797,France,Male,37,3,172088.91485444736,2,1,0,26156.286918822647,1
481,103267,Miller,702,France,Female,44,0,16605.953711554386,2,1,0,142468.3627356558,1
482,100825,Jones,708,Spain,Male,21,7,79019.04067560937,1,1,1,198597.43756444464,0
483,107668,Jones,678,France,Female,63,2,50081.84791960333,4,1,1,80087.66870512797,0
484,105745,Brown,555,France,Male,40,5,22430.784144586894,1,1,0,127589.2819817298,1
485,109708,Garcia,585,France,Female,33,1,349904.281006674,4,1,1,128241.9243551849,0
486,100412,Miller,569,France,Female,56,8,174367.5000584988,3,1,1,44674.19941346018,1
487,107543,Jones,759,France,Female,40,3,31017.79558516186,4,0,1,188771.56454848003,0
488,107587,Williams,679,France,Male,36,6,153843.16619032915,2,0,1,111013.03508042879,0
489,100728,Garcia,483,France,Female,44,8,643.8429334492978,2,1,0,85216.7411512795,0
490,107164,Miller,795,France,Female,39,10,32512.89152839074,4,1,1,36971.66610308996,0
491,108867,Jones,616,Spain,Female,29,2,11428.69843390787,2,1,1,117529.20292993003,0
492,105988,Jones,715,Spain,Male,55,2,55178.98027793285,4,0,1,181630.17145758442,0
493,102504,Brown,755,France,Female,18,2,101587.04429078271,2,1,1,107733.28274767258,0
494,102967,Miller,393,Germany,Female,32,4,18791.02341265033,3,1,0,34811.31862944697,0
495,102786,Williams,695,Germany,Female,66,9,27321.885169469995,1,1,0,63870.19594750057,1
496,101122,Garcia,624,France,Male,40,5,49873.89411847252,3,1,1,197658.48417821663,0
497,104079,Johnson,407,France,Female,18,2,99635.15384574357,3,1,0,87198.94924096837,0
498,101571,Smith,536,Germany,Male,55,9,37211.69187435754,4,1,1,197185.7462047486,0
499,105073,Williams,604,France,Male,34,8,92005.49363358006,3,1,1,114403.72669808581,0
500,105104,Johnson,734,Germany,Male,23,0,42962.994043417115,1,0,1,145380.16245163174,0
501,102143,Williams,632,Germany,Male,54,6,29821.89077145351,4,0,0,53127.10485915695,0
502,109879,Miller,664,Germany,Male,55,10,193136.55610487773,3,1,0,197594.14846902926,1
503,106806,Johnson,614,Spain,Female,60,8,48284.57269826811,2,0,1,13200.428221357783,1
504,107357,Miller,758,Germany,Female,24,4,250561.05608881963,3,1,0,172983.337758299,0
505,103440,Johnson,702,Spain,Male,36,2,36467.06068791552,4,1,1,141312.32912806454,0
506,103766,Williams,666,Spain,Male,34,9,78279.21954936063,2,1,0,135782.37820651793,1
507,105644,Brown,535,France,Female,25,3,5508.590693682118,3,0,1,70983.74487124724,0
508,102914,Williams,661,Germany,Female,47,7,114028.8051585393,3,1,0,46635.64573166907,0
509,104968,Miller,850,Germany,Female,55,2,158705.3854935015,2,0,1,129109.61162103228,1
510,105917,Williams,729,Germany,Male,32,4,355482.6333694155,2,0,0,184018.80984665276,0
511,108787,Davis,576,France,Female,41,2,181162.38932096428,2,1,0,58778.33207301128,0
512,100728,Davis,835,France,Female,41,5,37472.22431922706,2,1,1,163505.91855240232,0
513,101365,Johnson,571,Spain,Male,55,0,81328.91102814527,2,0,0,28252.832591025857,0
514,104492,Davis,721,Spain,Male,39,6,89617.90330360456,1,0,0,57369.01116009452,1
515,100698,Smith,645,France,Female,39,10,5846.18644254497,1,0,1,21982.229124006037,0
516,107186,Johnson,668,France,Female,52,5,7543.170856436508,1,0,0,83588.83814461801,0
517,100395,Davis,671,Spain,Male,40,5,39423.830994477896,3,1,1,142763.93059655654,0
518,107400,Jones,625,France,Female,30,2,136423.55172210545,1,1,0,104989.45078043472,0
519,108082,Williams,611,France,Female,22,0,33621.93949270667,2,1,1,112917.70442910584,0
520,104171,Garcia,518,Germany,Female,29,10,207246.77644576467,1,1,0,119909.69411814537,0
521,104360,Williams,537,Spain,Female,42,0,103561.09913778552,1,1,1,53660.9514146202,0
522,102502,Davis,683,France,Female,19,6,63137.1305068023,3,1,0,74417.51478964735,0
523,100717,Brown,581,Spain,Male,43,3,77774.40942614475,2,0,1,97285.66364757174,0
524,102782,Miller,558,Germany,Female,18,5,40261.27000039865,3,1,1,119679.19784274719,0
525,104946,Garcia,850,Germany,Female,24,3,364642.04583052394,4,1,1,171178.3113668469,0
526,105486,Johnson,850,France,Male,48,7,19353.13418570284,1,1,1,98598.36538201007,0
527,108335,Brown,708,France,Female,32,8,196895.1315202053,4,1,1,156458.77576773896,0
528,104980,Williams,722,France,Female,42,1,113367.18855432073,1,0,1,33776.29236683265,0
529,107266,Davis,568,France,Male,38,0,124327.387914937,4,1,1,36032.559652039534,0
530,104491,Johnson,531,France,Male,62,0,180673.61068513442,3,1,1,65877.795238599,0
531,107192,Johnson,615,France,Female,41,6,14644.08582838238,4,1,0,71531.927349245,1
